reviewer,stars,title,review,date
Anonymous User,1,Utter nonsense.,"Utter nonsense.. The worst sort of facilitation, excuse making, and building of innocent people I have read. Completely rediculous.",2020-05-25
GHOST,5,Good read. Informative,"Good read. Informative. Helps you see that where you live, who you know, how you were raised, and the community resources all help in developing next great minds and success stories. Read and grow.",2020-05-23
M.Bourne,5,"Powerful, Revolutionary, Brave","Powerful, Revolutionary, Brave. Outliers boldly challenges widely-held myths about success that explain the Outliers we see in every walk of life. Well-articulated, explained, and told as simply as such a deep subject matter can be. Well worth the read!",2020-05-22
Vignesh Krishnan,4,Good book with great stories. And a fun read,Good book with great stories. And a fun read. The points Malcolm Gladwell makes are definitely accurate. And there’s an interesting set of anecdotes.,2020-05-20
Anthony T,5,This book illuminates success,This book illuminates success. Here's another book that I've enjoyed of Malcolm Gladwell. A fascinating read and eye opening.,2020-05-20
Crazy For Silicone,5,DO NOT READ THIS BOOK. But 5 Stars!!!!!,DO NOT READ THIS BOOK. But 5 Stars!!!!!. do not read this book!!!!! ... if you are uncomfortable with someone pointing out how much of a bad hand you were dealt in life lol. this book basically summed me up. it was painful to read but so fascinating and I learned so much about myself.,2020-05-20
Rj Adams,4,Gladwell makes a great case for ONE important aspect of success.,"Gladwell makes a great case for ONE important aspect of success.. If you’re looking for motivation or ways to boost your chances of success, you may be disappointed. The author makes an excellent case for background including culture, the year that you were born, and opportunities handed down as being the most important reason behind success. However, he neglects to mention the importance of mindset as well as personality traits such as self awareness and stepping out of your comfort zone in order to PUT yourself in positions to receive more opportunities which I’m sure many would argue are the other major factors in success. Regardless, this book is still worth a listen as you will gain more insight into one of the many aspects of what makes successful people.",2020-05-20
levi joseph ordway,2,Kinda shitty,Kinda shitty. Not much useful information at all. Not even all that interesting. So many ideas could’ve been easily summarized.,2020-05-19
Tarquin,5,Loved it!,Loved it!. Very interesting and insightful. It really gets you thinking about your own circumstances and how you have achieved your own milestones in life,2020-05-18
Keit,5,Would recommend,Would recommend. I liked the book and it was easy to listen. I also started looking success differently.,2020-05-18
Steve the Riverman,5,The Myth of the Self-Made Man Exploded,The Myth of the Self-Made Man Exploded. Gladwell's brilliant ability to research and weave the results together in a comprehensible fashion is on full display in Outliers.  Opportunity remains crucial in success and our public policy should all revolve around increasing it for everyone. Gladwell is the rarest of gems as a teacher for the world.,2020-05-15
Peter Hall,5,Great book,Great book. Great book. Really makes you think and reevaluate what it is that you see.,2020-05-14
Shelby,1,"Slow read, drags on","Slow read, drags on. Did not care for this book. It has some interesting concepts but you can only talk about certain things for so long. I struggled to pay attention and to finish. I only read this for an assignment. I do not recommend.",2020-05-11
Anonymous User,5,Easy to listen!,"Easy to listen!. It is simple, straightforward and interesting at the same time. I truly recommend this audiobook.",2020-05-10
Ahmad J Almujalhem,4,A new perspective,"A new perspective. A new perspective of how famously successful people reach their success, from the reality of individuality to looking at the surrounding circumstances.",2020-05-10
Terrence A.,5,Must have book for your book collection!,Must have book for your book collection!. This is a myth busting book! Provides insight into his success really comes about throughout recent history!,2020-05-09
Donald Singh,5,good read,good read. it was an interesting finish. worth the read!,2020-05-06
Boris Tatar,4,Great concepts,"Great concepts. Truly enjoyed this book, nice stories/examples from variety of cultures. Interesting theory on how successful people are actually have been made, and it will make you rethink how many factors are actually involved in “making it”. Timing/ethnicity/cultural environment etc. are detrimental to success, as much as hard work and perseverance.",2020-05-06
Cyrus,5,great narration,"great narration. Challenges so many preconceived notions about success, while still advocating hard work. Would recommend to anyone trying to both improve themselves and how they view status.",2020-05-06
Claudia Payan,5,Great read,"Great read. Finding about the importance of the oportunities was amazing , the structure of the book helps a lot in having yo wanting to read it and finish it as soon as possible.",2020-05-05
Joseph,5,Life changing,"Life changing. There’s something special about knowing that you don’t have to be special to be great just have to put the work in this book provides an inside look on how to accomplish great things through putting your head down and getting to the grind stone and working your ass off I am a firm believer that there is no luck only hard work only put in the hours in 10,000 hours and I hope this review house this is my second time reading the bookI got more out of it the second time that I did the first",2020-05-02
Destry Sholder,5,soooooo gooooood,soooooo gooooood. this book will change your perspective on everything you achieve and educate you along the way,2020-05-01
blessan,5,entertaining and informative.,entertaining and informative.. the book was very entertaining without losing on information. It is good morale booster and every thinking of sucess must read it,2020-04-30
lawgirl214,5,amazing insight!,amazing insight!. one of my favorite authors for his interesting insight and perspective.  this addresses the opportunity provided to some of the outstanding performers in our society,2020-04-28
prodigy,5,eye opening,"eye opening. you will never look at the successful people the same. Same respect, but deeper understanding.",2020-04-28
EMarte21,5,Absolutely amazing!!!,Absolutely amazing!!!. This was a fascinating book that dives into the reasons why some of the most successful and brilliant people we know of are where they are. I highly recommend this book to anyone interested in learning more about how our environment shapes our futures.,2020-04-27
Ramin Amirnovin,4,Good listen,Good listen. Great story telling and some very interesting hypotheses. Well worth the listen for my taste,2020-04-27
Anonymous User,5,fascinating,fascinating. A very interesting twist on the paths of success and how the external forces in our world have as much power as our own drive in achieving mastery.,2020-04-26
Eric,5,A convincing argument about exception people,"A convincing argument about exception people. I really enjoyed every chapter, and the narration by the author is great.  I found the only downside to be a lack of counter examples or consideration for counterarguments.  This doesn't significantly detract from the book though and the overall message.  I found the moral of the book to be something truly valuable which we all should deeply consider.",2020-04-23
Richele R,5,I didn’t want it to end!,"I didn’t want it to end!. This is one of those books I could’ve listened to for much longer than it lasted.  It was gripping from the first word uttered to the last. And when he told about his family my eyes welled up.  One of the best books, thank you Malcolm",2020-04-23
Christi Durden,5,Malcolm Gladwell is my favorite author/narrator,"Malcolm Gladwell is my favorite author/narrator. I didn’t discover Malcolm Gladwell through his podcast, like many did, instead I became aware of him as the producer of Against The Rules, a podcast by Michael Lewis. The last episode is an interview with Gladwell and I really enjoyed him. So then I started listening to Talking With Strangers, and I LOVED it. Then I listened to Outliers and since then I’ve finished David and Goliath. Malcolm Gladwell is the perfect narrator for his own books. He doesn’t feel the need to impose himself on the listening experience and at the same time, he knows exactly where the emphasis needs to be. He is masterful at this genre and I can’t wait to listen to everything else he’s written/narrated.",2020-04-21
Temisan,5,Spending time to build...,Spending time to build.... Loved the book...,2020-04-20
Tim,5,Outliers,Outliers. It gets a little slow talking about airline pilots. The way he begins and ends it is amazing just stick with it and it will open your eyes.,2020-04-18
Jose,4,Pretty good,Pretty good. An exquisite recap that shows the relevance of context for the development of human beings.,2020-04-15
Amazon Customer,5,So Intruiging,So Intruiging. This book paints such a unique picture of many familiar success stories. really it made me think,2020-04-15
Anonymous User,5,Extraordinary book!,Extraordinary book!. The reasons for success are not what we've been led to believe and Gladwell's study of successful people is an  illuminating and often fascinating insight.,2020-04-13
Anonymous User,5,Extraordinary and insightful,Extraordinary and insightful. I thoroughly enjoyed this book. It was very insightful. Looked at success from a lot of different angles. I also enjoyed His performance. His voice is very melodic and soothing. Highly recommend it.,2020-04-13
Cory Coffey,5,This book will make you more intelligent!,"This book will make you more intelligent!. I learned new things throughout this book.  I had so many ah-ha moments.  What a well researched, yet fun to listen to book.  I feel like I am going to need to listen to it again because I am sure that I missed many things the first time around.",2020-04-12
Emily Otto,5,fantastic,"fantastic. great audio book to listen to while cleaning, sitting outside, and staying inside during the pandemic.",2020-04-12
Kerian Thomas,5,Exceptional,Exceptional. So good! Gives so much insight into things we usually pass quickly by. Loved it!,2020-04-08
J.B.,5,Fantastic!,"Fantastic!. Start to finish, this book is fantastic! The information is fascinating & so well written that it felt like a great story. The author reads his own book as if he were sitting and speaking with you in riveting conversation.",2020-04-07
Jake J.,4,"Worth a listen, but seems like cherry picking.","Worth a listen, but seems like cherry picking.. Definitely some good points, and worth a listen, but I think a lot of his points are skewed. I do think environment matters, but the point he's making is that someone like Bill Gates wouldn't be in the place he's at without a lot of help. Sure. Duh. But how many other people had similar benefits/privileges and simply wasted them? I've sure seen people with tons of blessings heaped on them simply waste their gifts with virtually identical social factors (siblings, etc.). Could you point out differences? Sure. But I think personal factors aren't given enough weight in his calculations.",2020-04-07
jonathan f brown,5,fantastic read,"fantastic read. i've re-read this book twice, walking away each time with a greater sense of humility and awareness of significance in small cultural and social-environment factors behind our success.  great book!",2020-04-07
Amazon Customer,4,Great Book!,"Great Book!. As a millennial, the principles laid out in this book shaped how I see the professional world and how mentors in my life gave guidance. Growing up, the term “ten thousand hours” became a cliche when talking about reaching the apogee of a certain field. After listening to this book, I understand the nuance and true meaning behind that statement: simply working hard for 10,000 hours doesn’t get you to the pinnacle of your profession; rather, unique opportunities propel you to unprecedented heights when combined with 10,000 hours of determined effort. Still work hard. I listened to the whole book in less than 24 hours because of quarantine. I highly recommend this book. While it’s his most famous work, it’s not his best, but it’s still very interesting.",2020-04-06
S  Squarepants,4,Not as good as David and Goliath,Not as good as David and Goliath. Left me with no call to action.,2020-04-06
MK,5,Touching performance,"Touching performance. For all of those who felt they fell, just short get a lot of validation and fulfillment from my man Malcolm and his second to latest hit. If you haven’t read talking to strangers, go, read, listen actually.... now!",2020-04-06
luke,5,great,great. I really  enjoyed it. it gives a good look at how we are products of culture and the great things outliers are blessed with and gives you an idea of how to create the environment the fosters outliers.,2020-04-06
Anonymous User,5,Amazing and unusual outlook on sucess,"Amazing and unusual outlook on sucess. I approached this book with caution, as this concept has been discussed already a million times and I thought what is there new for me to learn about these successful people what I haven't heard before?",2020-04-05
Amazon Customer,5,Thought Provoking,"Thought Provoking. This is the first book I've listened to by Malcolm Gladwell and I was not disappointed. He challenges conventional thinking regarding an individual's success. He caused me to challenge my current assumptions of success and how one achieves ""success"". Every well organized and it has practical application. I would highly recommend this book to anyone.",2020-04-05
Amom,5,BRILLIANT,BRILLIANT. This is one of the best listens you can have in your library!! He's done it again.,2020-04-01
Elisa,5,👍🏼👍🏼,👍🏼👍🏼. ran right through this! kept my attention the whole time. definitely recommend this book 👍🏼,2020-03-31
Soni,5,the path to success /fallacy of the self made man,the path to success /fallacy of the self made man. the factors of success revisited: the right culture; born at right time; preparation and hard work and ultimately  opportunity,2020-03-30
93musik,5,great listen with a wealth of knowledge.,great listen with a wealth of knowledge.. This book touches on a wide variety of factors that I never considered when trying to measure why someone was successful or is successful. It has really expanded my knowledge and helped me on my personal journey and my growth as a parent.,2020-03-30
zalman.roy,5,Truth can hurt,"Truth can hurt. Its the choice between being a happy naive or an aware learner. Nature doesn't care about what you were born with, but you can make the best of it! Great writing in the quest to understand how and why and what do about it.",2020-03-28
Anonymous User,5,Awesome Book,"Awesome Book. Great read, with appropriate supporting data.",2020-03-28
MimZerino,3,Painstakingly paced automaton delivery,"Painstakingly paced automaton delivery. Interesting and thought provoking material, although horribly repetitive and chock full of gratuitous and entirely unnecessary pauses.",2020-03-28
Amazon Customer,5,Great listen..,Great listen... This has changed my perspective very differently..,2020-03-27
Amazon Customer Oterial B.F.,5,Awesome,"Awesome. Really enjoyed this book. will listen again.  The narrator was easy to listen to, thanks.",2020-03-27
G-man,5,Enjoyed it!!,Enjoyed it!!. Very interesting book learning about the Beatles hockey players and on others. Kind of gives you a little food for thought as we live in this world of uncertainty.,2020-03-25
Anonymous User,5,Great book,Great book. loved it.  the story telling was awesome as well as eye opening. l have learnt a number of lessons. I will be looking out for more Gladwell books.,2020-03-25
Pat McNally,5,Fascinating agent of change,Fascinating agent of change. Everybody would benefit from learning what an outlier is!!,2020-03-24
Temisan Ojabo,5,this is very interesting,this is very interesting. loved it. I have been thinking in this line and this just made my thoughts clearer.,2020-03-24
Anonymous User,5,very well narrated,"very well narrated. Small pocket book but with great content. A book that helped open a little more my horizons about the ""self-made"" man. Might made you think about destiny and purpose in life...",2020-03-23
Shane,5,"Circumstance, Work, inheritance","Circumstance, Work, inheritance. Are outliers really so special? Where do they come from and why? Are they actually as special as we are led the believe? Is the conventional narrative really telling us the whole story?",2020-03-22
Anonymous User,3,Interesting facts and interpretations,"Interesting facts and interpretations. I agree that successful people are products of circumstances and effort. However, the author elevates the importance of uncontrollable circumstance above hard work and controlled circumstances. In my experience in life, a lot of people, if not most, choose the path of least resistance. Opportunities are there, but they don't take it. Also, much of the circumstances that we find ourselves are products of our of own choices. The author brings the fact that he, by fortune, became best friends with intelligent people, but that was his choice. He didn't need to continue to be friends. I did enjoy the facts presented and the interpretations. Gave me valuable insight into different social and cultural structures.",2020-03-21
Anonymous User,5,A good exploration of the recipe for success.,A good exploration of the recipe for success.. An easy read. sets up principle early and builds on them at a good pace throughout the rest of the boom.,2020-03-21
Essra,5,The right book in the right time,"The right book in the right time. It's clear that I am a fan of books of sociology, and more particular of Malcolm Gladwell.",2020-03-21
Zacchaeus Nifong,4,For Every Entrepreneur,"For Every Entrepreneur. This book changed my opinion on ""privilege."" After the 2016 election, there's been much talk about privilege and what it means to grow up with opportunities others don't have. I sort of have up on that topic until I read Outliers. It's a must-read if you want to expand your understanding of ""the haves"" and the ""have-nots.""",2020-03-15
Robert F. Gardner,5,He's the BEST!,"He's the BEST!. I am going to read everything by this GENIUS. I like his voice, his timbre and speed as he reads. His stories are so fascinating to me. I love the psychology and the sociology of the human being! He makes it so easy to understand. He asks such great questions and answers. I also like when he asks questions that sometimes don't have answers. Then gives you information and lets you decide for yourself! I look forward to his next installment!",2020-03-13
LAMBS Rezavi ,5,Success and role of your DNA,Success and role of your DNA. Success comes with price paid by your DNA history that is embedded in footprints of your life.,2020-03-12
Matthew Myrick,5,"Fantastic, a must buy","Fantastic, a must buy. the title says it all.  Great all around, highly recommended.",2020-03-12
Mickey in NC,5,Another great book by this author,"Another great book by this author. Loved it. Very insightful in how people become successful, and luck has a great deal to do with it. I enjoyed it very much.",2020-03-10
Abteenz,5,The best book of Malcolm I've read so far,The best book of Malcolm I've read so far. It teaches you the value of hard work.,2020-03-10
Nene,5,I was wrong!,"I was wrong!. I thought I had read the hardcopy book before. but hearing this audible made me realize that I really hadn't, lol! This was a unique account/story/book I won't forget in a hurry! Awesomeness all round!",2020-03-09
uzezi,5,This Book Got Me Seriously Thinking...,"This Book Got Me Seriously Thinking.... If you really want to understand success, the sacrifices that go into it, the benefits of hard work and you really want to stand out in the crowd, read this book. Amazing and life changing book. Things I kept procrastinating on, i eventually started doing immediately because of the many case studies in this book.",2020-03-09
Lou Babich,5,As a driver,As a driver. I take long trips (usually one hour plus!) and I enjoyed this book 📖,2020-03-06
DSC,5,Simply put: what wonderfully entertaining education!,"Simply put: what wonderfully entertaining education!. The most entertaining delivery of new insights into what really stands behind personal achievement.  Gladwell presents such in-depth study of the questions he asks that he unearths many more answers than I ever thought were there, and I learned more about my own story than I had ever considered in the past. His books are all great, but this one has been the best of them.",2020-03-06
Daniel,5,Ser exitoso es también cuestión de suerte,"Ser exitoso es también cuestión de suerte. Este libro te lleva a cuestionar la idea de que el éxito de las personas famosas en diferentes áreas son resultado de su esfuerzo cuando en realidad es una suma de factores adicionales como su entorno, su herencia cultural y la suerte.",2020-03-06
julian angel rivas-nava,5,Gladwell always delivers,"Gladwell always delivers. I love Malcolm Gladwell. his narrations are really good in my opinion find his stories are even better, and I love how he supports everything that he says with studies and research. she is very informative and this book is a mush read, some people should also take every opportunity that they can",2020-03-05
Rebecca Gill Clarke,4,An intriguing read,"An intriguing read. I really enjoy Malcolm Gladwell's podcasts and articles in the New Yorker, but it took me a while to get around to this book. It was nice to hear the story told in Malcolm's own words, and I found the points he mentioned interesting and sometimes surprising. The overall message is that success is as much a product of a persons upbringing, culture and circumstances, as it is to how hard that person worked or how 'smart' they are. I liked that Malcolm concluded with the fact that anyone is capable of being successful as long as they are given the opportunity to practise their talents, but I can see how this opinion might be a little depressing to those who feel like they've missed out or were not offered these opportunities.",2020-03-04
tony,5,a book that truly worth spending time listening!,a book that truly worth spending time listening!. this is definitely a great book. full of information that supports the author idea. I have read three of the author's book. I can wait to get my hands of the rest of his work. Highly recommend it!,2020-03-04
Lim,4,Interesting and thought provoking,"Interesting and thought provoking. I enjoyed listening to this but I can't help but discredit the conclusions made by the author a little bit due to the inaccuracy of one fact he presented in the book. According to him, Singaporeans are outliers when it comes to math championship because they come from an agricultural society, in particular rice planting nation. The cultural belief that one must wake up before the crack of down to be rich (grow, harvest, etc.) certainly didn't come from this.",2020-03-03
Ella Cressman,5,These books are like drugs! And this one's NO diff,"These books are like drugs! And this one's NO diff. I found myself canceling plans with friends,  avoiding phone calls, waking up early and staying up late just to hear a few more minutes of what outlining connection would be made next... plus,  I feel better about myself NOT being a millionaire. Loved this book!",2020-03-03
Byron,5,A must read!,A must read!. This book shed a lot of insight. I shared it with family and friends because I enjoyed it so much,2020-03-02
Anonymous User,5,The Edge of Knowledge,The Edge of Knowledge. Malcom Gladwell's book is full of unheard knowledge behind such success stories of many people who we've come to admire over the years.  To understand the why's and how's of what it took for these folks achieve their success is without a doubt riveting.  It truly is a masterpiece!,2020-03-01
Anonymous User,5,Outstanding,Outstanding. Very insightful and extremely well researched book that completely reshaped how I thought about success. The narration by the original author is a lovely touch. Absolutely one of the best books I have come across and probably the best I have listened to yet.,2020-03-01
Anonymous User,5,Excellent insights for another viewing of success,"Excellent insights for another viewing of success. ""Success follows a predictable course.""",2020-03-01
Anonymous User,2,Boring,"Boring. Sorry, the basis of this book is simple to grasp and could have been explained in half the words. The stories that illustrate key points are unnecessarily detailed, lengthy and boring. The narration is monotone and does little to breathe life into this book. I finished it but it is the least memorable book I’ve listened to in a long time.",2020-03-01
Anonymous User,4,Pretty Good,Pretty Good. I wish there were more woman who were examples of success. It would've been more inspiring.,2020-02-29
Ashland Hill,1,Good research but crappy spin,Good research but crappy spin. The author tries to trivialize the success of others. He basically chalked everything to luck. Such a toxic outlook,2020-02-29
Kearsarge,5,Gladwell's best,Gladwell's best. This is Malcoms best book in my opinion. Each chapter has interesting topics that connect one chapter to the next. Overall theme is great. He doesn't drone on like some of his other books.,2020-02-29
Alex,5,Easy and fun,"Easy and fun. Loved al the stories in this book, especially about the Beatles, Bill Gates and professional hockey. But what sticks is the detailed research and insight into why these people are so successful. Malcolm's prose and story telling makes the pages turn quickly. I also enjoyed the chapters about his family and himself (interview).",2020-02-27
shana a.,5,Exceptional!,Exceptional!. Malcom Gladwell is a gift! I throughly enjoy all of his work but this is my favorite so far.,2020-02-26
KN,5,Love the narrative.,Love the narrative.. Mr. Gladwell has done a fine job of objectively discussing examples. This is a must hear book.,2020-02-26
Carlos T. Munson,5,A Must Read,A Must Read. This book definitely cause you to look at success in a different light... Each stoey will have you reevaluating yourself and others...,2020-02-26
Eleanor Moseman,5,My favorite so far.,"My favorite so far.. finished  it in a day and had some really great real life examples. Are all ""men created equal""?",2020-02-25
Asap Fitness and Weight Loss,5,Need More,Need More. Great listen. Didn't want it to end. The data seemed neutral and unbiased. Absolutely loved it.,2020-02-25
skull kid,5,Great!,"Great!. The performance was great, surprised that it was the author narrating his book. I've heard too often where this ends up bad.",2020-02-21
Krystal W.,4,a great read.,a great read.. Gladwell really put success into perspective. He looks at the whole picture rather than the cliff notes version. He teaches the value of hardwork and the result of ceasing an opportunity. I really enjoyed this listen.,2020-02-20
D. Pistulka,5,Great book to make you think,Great book to make you think. When you read this book you will realize that success is not just working hard but a series of situations that Foster success. Very interesting perspective on a lot of different things.,2020-02-19
Quita,4,Work hard,"Work hard. Hey basically breaks down why it’s important to work hard. Super successful people are success because of some mystical innate genius, but a set of circumstances that push them to work hard.",2020-02-19
Annie M,5,Fabulous adventure!,Fabulous adventure!. A very thought provoking analysis of the underpinnings and foundations of success. The author does a terrific job of engaging the listener in the quest for the deeper truth! Great thinking!,2020-02-19
Jeffery R Bean,5,Great listen. Very thought-provoking.,Great listen. Very thought-provoking.. Captivating book. Malcolm Gladwell shared new insights to success and successful people that shatters common perceptions.,2020-02-17
Kangaroop,5,Great perspective.,"Great perspective.. Such an interesting take on the roots of success, but it's a recipe that everyone knows so well: Hardwork and opportunity.",2020-02-17
Callahan,5,Excellent!,Excellent!. I will apply many lessons from this book. I wholeheartedly recommend it to everyone. My kids sre readind it as well! For parents it is an absolute must read.,2020-02-16
Victor ramirez,5,another brilliant work !!,another brilliant work !!. another brilliant work I love listening to the stories Malcolm tell I feel like I learned so much I recommend it to anybody who wants to get better at anyting can't wait to start the next one !!,2020-02-16
kgreenleaf,4,Good except for Asian generalization,"Good except for Asian generalization. This book was very interesting and there is a lot of research to support the arguments made, except for the final section in the main book which tried to make some pretty broad claims about rice and entrepreneurial drive as the important reason for Asian skills with math. Recommend but keep your skepticism about some of the claims made.",2020-02-14
Anonymous User,5,Very enlightening,"Very enlightening. Very enlightening and very well told examples of how the it's not the individual, but more the community and surroundings that shapes the outliers.",2020-02-13
Aaron Money,5,Great Book,Great Book. Really interesting book. It was easy to listen to and finish. I would recommend it to anyone.,2020-02-11
Anonymous User,1,Not very motivating or positive,"Not very motivating or positive. To say the date you were born, the place you are from, your up bringing or any of the other excuses in this book have anything to do with your not succeeding is pretty ridiculous and de motivating for someone in that situation. Wouldn’t recommend",2020-02-10
Ciel,5,Absolutely Fascinating,"Absolutely Fascinating. An incredibly insightful examination of how opportunity shapes success.  The roles of culture, time, place, and societal shifts chip away at the myth of a truly individualistic idea of success",2020-02-09
Theloniusphere,3,What's the big deal?,"What's the big deal?. This is the second Malcolm Gladwell book I have listened to. I'm glad that I looked at some of the other reviews before I finished, rated and reviewed Outliers. I listened to Talking to Strangers first, and my initial impression was, What was that about? One gets a general notion of what Gladwell is trying to say in both books. However,if it were not for the title of the books, there would probably be a lot of head scratching in Gladwell's audience.",2020-02-09
Anonymous User,5,Authored by an outlier,"Authored by an outlier. The title dense, it fills you up with awe, it is not another ""success stories"" (God knows I hate them).",2020-02-09
JA,5,An insightful listen,"An insightful listen. I found the performance monotone. However, the material is worth the listen, or better yet, the read.",2020-02-08
Anonymous User,1,One of the worst books I have ever read,"One of the worst books I have ever read. Very superficial, full of misleading facts the book is packed with fallacies. I do not recommend it to anyone",2020-02-08
Kindle Customer,4,Not bad,Not bad. pushed two ideas:  hard helps get you there but it matters more where and when you come from.,2020-02-08
Jess,5,Phenomenal,Phenomenal. Will make you see the world more clearly.  I recommend it without reservation to people who enjoy thinking.,2020-02-06
Shmuel M,5,Interesting stories well told but obvious conclusion,"Interesting stories well told but obvious conclusion. A number of interesting vignettes are analyzed and conclude as expected that success is a combination of talent, and realized opportunity also known as mazal",2020-02-05
Anonymous User,5,One oh his best,One oh his best. Quite mind boggling and opens a can of warms towards the myth about success. It's what everyone should know before they embarking on their journey for success.,2020-02-05
Sadigh,4,Good book but a little long winded,Good book but a little long winded. Enjoyed most of it. A little long winded towards the end. Easy to listen to.,2020-02-05
Abu Aishah,5,Outstanding,Outstanding. The content of the book is outstanding. I just can't phantom why it took so long to discover this fine book. It reinforced my general believes and improved my knowledge on several aspects of life. A must read/listened to.,2020-02-03
Leonard peart,5,great book interesting perspective,great book interesting perspective. I like the other point of view how he look at things and so the different perspective how we analyze and see the world is very unique and different basically break it down everybody can be successful if they had the right situation in their life are born at the right time so the circumstance basically relate to your own come or how your life might turned out or how your life will be and is a very interesting perspective I like the other point of view so that's my thought in the whole book,2020-02-03
Erin Thompson,5,Fantastic,Fantastic. I loved his theories(whether you chose to agree or not) and I very much enjoyed to listen to him read his own book. I’m excited to get into his other books.,2020-01-31
LTC ROBERT L. DITCHEY II,5,Awakened reflections and feelings of gratitude.,"Awakened reflections and feelings of gratitude.. His stories and epilogue have moved me think differently about my life. As I reflect even still, I am grateful to have gained a better sense of the circumstances, luck, events and people that contributed in infinitesimal ways to who and where I am today.",2020-01-30
Amazon Customer,5,A richer perspective,A richer perspective. A wonderfully constructed context of success that gives you a new perspective on success of others and yourself!,2020-01-30
Jeanny Campbell,5,Every Chapter Gets Better,"Every Chapter Gets Better. It is a book I'll definitely listen to again.  Interesting to learn how people succeed beyond ones wildest imagination and it has nothing to do because they are ""smart"" or have a high ""IQ.""  So worth listening.  Be patient, it's a good one.",2020-01-30
Raul Hogland,5,One of those rare books I couldn’t put down.,One of those rare books I couldn’t put down.. So much info I have never heard before. Not over done. Catches your interest from the start and I’m not a hockey fan.,2020-01-29
Anonymous User,5,great tips for success,great tips for success. Such a good book. I will be using what I learned to help my kids.,2020-01-29
Andrew D,4,"Interesting Angle, But Acknowledge the Work Done","Interesting Angle, But Acknowledge the Work Done. This is a great book and it definitely brings up some incredible points! It fails to hit on one important point though: the people discussed in the stories still had to put in an incredible amount of work. This point is barely touched on, almost passed over. Yes the people discussed had incredible opportunity thanks to the times and locations and even months they were born. But this is never enough. You still have to put in the work. The author almost makes it seem like anyone could have been Bill Gates born under the right conditions. I disagree. Not everyone with access to a computer in the late 1960’s would get out of bed at 2:30AM to program at 3:00AM. Plain and simple. The outliers are the people who engaged in incredibly hard work, and had some luck and help and opportunity along the way. The work still had to be done though. I agree with what the author is saying mostly, and yet I find it a bit discrediting to people’s achievements. I believe this is the other extreme of the individualism scale talking. Listen to the book and draw your own conclusions. Definitely a worthwhile read though and time well spent. Excellent book!",2020-01-29
sugarsnap,5,Engaging,Engaging. I enjoyed the content and recommend this audiobook. it should be required reading in schools. The narration was fine,2020-01-29
Miss_Birds,5,Author makes the point through meaningful stories.,"Author makes the point through meaningful stories.. At the beginning, I thought that he would describe the successful stories as an increased rate of change in effort distribution. However, he states how knowledge or creativity are not the only possible factors to raise opportunity but the individual's context.",2020-01-26
Anonymous User,5,Must listen!,Must listen!. The author explains the reason behind the success of successful people. I loved his reasonings and his style of storytelling. Every chapter connects the other very well. I couldn't stop listening in one go. Thanks for this excellent book!,2020-01-26
Kenneth W. Perry,5,Just mind-opening!,"Just mind-opening!. I have been hearing about Malcolm Gladwell for years and thinking he was bright and that I ought to read his books, but never found myself in the mood. I’m so glad I finally jumped in! They are not “difficult reads” and the way he explains things and provides concrete examples seems effortless and enjoyable. I can’t say enough positive things about this book and his others.",2020-01-25
Benjamin Reed,1,good ideas terrible book,good ideas terrible book. good for people who want reasons to justify there failures. would not recommend this book.,2020-01-24
Valerie Robertson,5,Rethink everything you think you know about succes,Rethink everything you think you know about succes. The author posits unique new concepts of thinking about success and how one gets there.,2020-01-24
Gj3,5,"WOW, Amazing, I've always wondered about how some","WOW, Amazing, I've always wondered about how some. I've always wondered how people like the ones in this book got started and where they came from. The Bill Gates got me the most. I almost didnt make it pasted the 1880s part because I am Washoe native and just got done listening to Black Elks story. So I did and from there it took me into another world of thinking. Your decoding is amazing. This to me is kind of a guide book. Thank you.",2020-01-24
Anonymous User,5,Interesting right to the end did not want to come,Interesting right to the end did not want to come. Interesting right to the end. Spellbinding I have learnt so much from it. The speaker made it so interesting.,2020-01-23
AJAY,5,Great book.,"Great book.. Love the content and current examples. Its about effort and time 10,000 hours that gives you the edge.",2020-01-23
Cherita,4,Very insightful read,"Very insightful read. Certainly give me food for thought. it was very thorough, well researched and documented.",2020-01-22
Antoinette C. Backdahl,5,thanks for your perspective,thanks for your perspective. I was homeless after being raped and abandoned by my family at 13. My daughter was also raped then abandoned by her father and my granddaughter the product of this rape is repeating this pattern by running away from chaos in the city caused by a false narrative of 'white privilige' because they feel guilty about forcing women into prostitution and sex industry but she also is repeatedly abandoned by her grandfather who abandoned my daughter repeatedly...,2020-01-22
Paul L.,5,Paul.L,Paul.L. it's a powerful tool for young people.  I recommend it to positive thinkers out there!,2020-01-22
Janet,5,Eye Opening,Eye Opening. Gladwell's research is so thought provoking and eye opening. It helps me look at my family's history in a different light. It also brings light into circumstances that led up to the adoption of my son who is a Romanian gypsy. A must read/listen.,2020-01-22
Linda,5,good,good. it wasnt hard to finish. the reader was great it was interesting..makes.me want to be good at something.,2020-01-21
Amazon Customer,5,Great book!,"Great book!. Love all the info in this book. Very interesting information, has definitely inspired me in many different ways. Thanks Malcolm! I appreciate yah!",2020-01-21
Anonymous User,5,Interesting and Inspiring,"Interesting and Inspiring. Found myself sharing the ideas of the book with all my friends. Very interesting. The work that has been put into this book is tremendous, and in addition, the author narrates it in a very compelling fashion. Loved it and recommend it.",2020-01-21
