,stars,review,date,country
729,1,"Outliers Are Not Really Outliers. I understand Mr. Gladwell's thesis to be that outliers are not really outliers at all; that extraordinarily high achievement -- be they hockey players, Bill Gates or the Beatles -- comes from a combination of luck and circumstance, which is largely out of an individual's control, and sustained and prolonged application of one's abilities (often called hard work) to make the most out of the opportunities that luck and circumstance have allowed. The suggestions for equalizing opportunity are interesting, as they call not for reducing someone else's opportunity but simply for some adjustments that are common sense and fair. Two examples: hockey players in Canada have a decided advantage the earlier in the year they are born, simply because a 9 year old born in January is usually far more developed physically and otherwise than a 9 year old born in November. It seems a good argument that perhaps twice as many good hockey players would be developed if the hockey player age groups were split into 6 month increments rather than a year. Another example is the education achievement gap for poor and middle class or upper middle class children. They start out pretty close in testing and learn at very close and similar rates during the school year. However, the poor children regress significantly between the end of the school year and the beginning of the next school year. As the school years pass, the gap widens. A change in the school calendar would be a sensible reform. Finally, the discussion that math aptitude correlates strongly with willingness and inclination to sit and work the problems is one that too many parents will no doubt recognize.",2011-01-25,Estados Unidos
730,1,"Eh..... A short handbook meant to be a cheerleader-type moral-booster for people who don't ""stand out"" enough. 10,000 hour rule? What an original rewording of the American Dream. I appreciate the fact that he acknowledges the reality of the ""fruits"" of hard work, though. A fun read, but Outliers' argument is based on fallacies and anecdotal evidence. This is basically pseudopsychology mixed in with a bit of imagination.",2017-02-15,Estados Unidos
731,1,"Excellent read. Thought this was going to teach me about success, instead it was an eye opener to something even better. Practical steps are not always required for a book to be great, the only we need sometimes is a change in mindset/ paradigm shift, and this book did that for me.",2020-08-13,Estados Unidos
732,1,"WOW!! I was blown away. Great read, very interesting stories within this little gem! Malcolm Gladwell is an awesome author and outliers will help you think outside the box for sure!",2020-10-08,Estados Unidos
733,1,"How success comes to many. As a very careful book reader, meaning many books are loaded with wasteful words and ideas. This one clearly is one of value, with research, thought and universal principles for becoming an outlier. I am happy to add this book to my shelf.",2021-03-07,Estados Unidos
734,1,"I do not like to read, but when I do I read ........ Loved the down to earth tone when talking about some of the greatest people on earth. If you like to know what makes people jump higher than the average Joe, or why lighting strikes every second and why no one will ever see or hear this, the universe has its hero's. To the businessmen or lawyers to inventors and or actors, this book helps bring people to a common thread, and that is to become the best in what ever you do, You will never know where it will take you. I have this book because I know some people of industry that you would never believe the amount of success they have had, one of my personnel theories is to mingle with these people and see how they think, they are no different than you or anyone else. The real true thing I see is that they are open to all sorts of ideas and with some of there own they"" ACT ""on it, and bet the farm on it. They believe in themselves they do not look at the failure aspect, they see it as a learning curve...",2013-11-02,Estados Unidos
735,1,"Good read. I like this book a lot because it makes one think about essential questions: how to succeed professionally, what should one think about individuals who seem to be very succesfull, what should one think about the circumstances where our children are brought up... there are a lot of facts and anecdotes in this book. I enjoy reading it!!!",2018-12-07,Estados Unidos
736,1,"Back To The Past. That's the most appropriate title I can think of for this great piece of science. In a nutshell, Gladwell illustrates how important our past and enviornment plays in how and what we do as we mature. This is a brilliant but simple expose on what all the genius stuff is all about. No longer does a family need feel they are not going to have their young grow up to be leaders. Its all about the parents. We are the creators of our own children's destiny. And for so long parents would complain about how this system and that person stood in the way of our child's success...WRONG! its us. No, this is not a book on child rearing...or is it? its a scientific no-bull***t fact-based study on why we are what we are. I love all the case study stories--they're really interesting--of those whom have risen above and succeeded. And I love the fact that ""Outliers"" says We Can!!! Plain and simple. Great book",2014-04-25,Estados Unidos
737,1,Understanding our world. LOVE LOVE LOVE this book! Wow!,2018-12-16,Estados Unidos
738,1,"Believe it or Not. “No matter how talented you are, how hard you work and how much you practice, you can be successful only if you also have the right backing and luck.” This is a statement I have had heard from elders a thousand times over and this book statistically validates the point.",2018-01-02,Estados Unidos
739,1,"Interesting and Inspiring. I picked up this book after achieving a professional milestone and feel the need to relax and take my mind off computers for a while. By the end of this book I am so motivated that I am ready to tackle other big projects again. Why? This book reaffirms the idea that as long as you are 'smart enough' you can achieve great things in life with hard work, persistence, and the right circumstances. The first two are absolutely necessary in order to take advantage when the opportunity knocks on the door. There is a systematic approach and pattern to the 'outliers' of the society.",2009-01-25,Estados Unidos
740,1,"Don't miss this one. I got this when a kind stranger on a plane recommended it to me after an hours conversation. He said ""I think you're going to find yourself in that book"" and he was right. If you want to know why some people succeed regardless of circumstances this is a great start. It's not about luck and I don't know if it can be taught, but it's much harder to get our children moving in the right direction when they have to go through our uninspired school system and even harder to inspire them to greatness if they begin believing in the ""system"" as the way there. Read it and see if you don't recognize yourself, a relative, a friend, or an acquaintance in the pages and then remind yourself that it's never too late to value thinking for yourself.",2014-06-09,Estados Unidos
741,1,"Must read for people suspicious of the Horatio Alger ""rags to riches"" stories. Malcolm Gladwell really hit the ball out of the park with this book. I've always been skeptical of the notion that all a person needs to do to become successful is simply ""lift oneself up by one's bootstraps"" and just do it.",2013-02-25,Estados Unidos
742,1,"A great read and worth every penny!. My first Malcolm Gladwell book and definitely not my last. The book does a great job analyzing talent and success, and the seemingly minor or unnoticed entites that play a large part in determining the disposition of a person. There are a million reviews on this book but I feel it was well written and very entertaining; I found myself not wanting to stop reading! 'Outliers' will be a book that will not just sit and collect dust. This was a great book and great purchase.",2016-05-31,Estados Unidos
743,1,It is one of the best books I’ve read in a long time. Words won’t do justice to this book! It is one of the best books I’ve read in a long time. It’s so informative and easy to read while packing in so much interesting information.,2018-01-26,Estados Unidos
744,1,"Good start, blah finish. I thought the start of the book was pretty neat...hockey players getting an advantage because of their birthdays, entrepreneurs who benefited tremendously from external circumstance, etc was a good story. And he applies it to a larger social message that since increased opportunities are what help cause these positive outliers we should focus on providing as many opportunities as possible. He kind of lost me in the second half of the book though. I'm not from the South but some of that was borderline offensive. And while the stats may show Asian students are better at math, I'm not convinced that patience with rice paddies is really the reason.",2009-02-19,Estados Unidos
745,1,"Success under the hood. Lots of insights into successful people like Bill Gates, Beatles. Success is the accumulative advantage, so having 10,000 hours' practice early will give you the head start to become outliers. Last but not the least, working really hard, harder than your peers is still the most important factor.",2018-08-25,Estados Unidos
746,1,"The Keys to Success aren't what you think they are. Book Review submitted by: Stephen J. Hage, SteveH9697@aol.com",2009-04-24,Estados Unidos
747,1,"Thank you Malcolm Gladwell for writing a book essentially on .... Thank you Malcolm Gladwell for writing a book essentially on LUCK! This book has changed my world! As a hard worker, there were times when I didn't understand why my hard work didn't produce success, or that it would take so long to see results...but now I understand very clearly that sometimes it's just a matter of waiting for LUCK to show up and being prepared when it does!",2016-05-27,Estados Unidos
748,1,"Great information, but missing all-important prescriptive sections. Malcolm Gladwell manages to turn research books into stories that are engaging and exciting. It's a real gift. In ""Outliers,"" Gladwell supposes that there's no innate ""talent"" gene; that the Bill Gates' and Wayne Gretzkys and Robert Oppenheimers of the world are at least as much the beneficiaries of chance as they are of some talent that is so far beyond the rest of humanity. What's surprising is the deluge of research Gladwell trots out to support these assertions.",2009-02-11,Estados Unidos
749,1,"Inciteful, Interesting, and Compelling Read. Malcom Gladwell returned with another stellar read. Not only was this book filled with facts, it was interesting and well written. I was engaged and curious until the last pages.",2015-07-06,Estados Unidos
750,1,"Important read for ALL to know!. I had bought this book as a required text for one of my education courses at my university. At first glance, I figured it would simply be another book to read on my long ""To-Do List""; however, I quickly realized I was totally wrong. Outliers hooked me in from the very beginning and challenged the very way I look at success. I thought it was crucial for not only me to read it as a future educator, but all people should read this book as it will truly change the way you look at the world and your perception of others and their so-called success. Overall, great read and I highly recommend.",2019-03-05,Estados Unidos
751,1,"A solid book, great stories and was enjoyable to read the whole time.. I wasn't blown away by this book from a 'enlightening' point of view, but it was a very enjoyable book. I loved the stories of other people, their experiences in life, and how it helped to frame their success and future. I was encouraged by this book to continue working hard at my skills and future, because I also truly believe its the countless hours of practice and struggle that makes someone an outlier, including of course the environment they are in.",2016-08-01,Estados Unidos
752,1,"Psychology of Success. The Outliers is a look at what author Malcolm Gladwell thinks make a person successful. Gladwell talks about family, location and time of being born. These are all subjects that define us to the point whether we struggle getting the success or stuck at the bottom.",2013-02-26,Estados Unidos
753,0,"Full of useless facts.. I was really looking forward to read a Malcom Gladwell book. But this book is just a waste of time. It’s full of interesting facts, but he never brings them home.",2020-06-05,Estados Unidos
754,1,"quick read but how much did you really learn from it?. Overall this appears to be a light-weight work to me - besides the 10K hour rule, and the cultural impact on success (including the PWI), I don't get much. It made you slightly less motivated to chase our dreams, since you are presented with all of the stories and analysis about the critical success factors that are out of your own control in a way. It is a good book to spark some thinking and conversation over dinner table. However I won't want to read it again because there is no need - you can finish it quickly and understand/remember perfectly the straightforward points the author wanted to convey. I would give it 3.5 starts if possible.",2013-09-25,Estados Unidos
755,0,From the quality of the paperbook it is easy to tell that it is a duplicate book.. It looked like a duplicate book. You can easily tell the book is duplicate from the quality of the paper book. I picked a copy from barnes and nobles.,2019-05-06,Estados Unidos
756,1,"so that's why I stink.... I am not a genius, and it is not my fault. That is pretty much what you will get out of this tremendously interesting and thought-provoking book.",2013-01-31,Estados Unidos
757,1,"This is listed on the business books list but captured me like a thriller. Once I started this one, I could not put it down. I had already read ""10,000 Hours"", which this builds on. This does a fabulous job of showing how some of our most famous cultural icons, like Bill Gates, Tiger Woods, and the Beatles, succeeded to the level of great fame and fortune not just through individual effort. Also studied are the early figures from the Rockefellers and the Morgans (as in JP Morgan). There were circumstances that allowed these famously successful figures early access to the 10,000 hours required to build real expertise (for sports, computer programming and musical performance as a band), and in all cases there was a ""right place at right time"" factor that was critically important. Fascinating!",2014-01-17,Estados Unidos
758,1,"This is all common sense.. I enjoyed reading the stories in this book. It made me think. I suppose it does take more than 10,000 hours of practice to become a top notch musician or athlete or scholar. Success does take more than just brains and hard work. Success also involves being in the right place at the right time and some luck. I agreed with everything in the book. It makes me sad for the intelligent and hard working people who are not successful for any number of reasons beyond their control. Some people come from home where the parents are a hindrance to their children. Other people have a skin color or religion that is being discriminated against. That is unfair. As a wealthy society we lose out on great talent and ability when we don't give a chance to people who are different from us.",2013-06-22,Estados Unidos
759,1,"Several hits and a miss. While the book is very detailed and thought provoking all until the last chapter, it falls flat there. While the author makes a good point, the shift from third person/abstract to first person/personal circumstances and history leaves me less interested in the subject of outliers, and almost reluctant to ask why several hundred years of British colonial history should qualify the author for inclusion in this book along with the likes of Bill Gates. I'm chucking it up to authors privilege, but realize that I was fine until that point; the unbiased and non-autobiographical approach to some interesting characters and psychological concepts about outliers were an entertaining way to spend a Sunday.",2016-03-27,Estados Unidos
760,1,"Everyone should read this.. Mr Galdwell, lays out specifically why some of our greatest Icon's succeed where others do not.",2012-12-28,Estados Unidos
761,1,"Best book I've read in a long time. For a non-fiction book, this was entertaining like no other! Gladwell defines success as a coming together of as much opportunity as hardwork, instead of being defined by the genius of an individual. It was hard not to think about myself and people I know as I read it, and it humbled me many times and also infuriated me many other times. There might be some over generalizations based on the examples given in the book, but it never strayed from its overall ethos in my opinion.",2021-08-31,Estados Unidos
762,1,"Fascinating. This is such an interesting view on success, failure, circumstance and opportunity. It gives credence to the idea that there are always larger forces at work when it comes to making a name for oneself in his or her chosen field. My only real complaint is I would like to have seen more subject examples - particularly in the fine arts - with fewer pages spent on each one (Once the points are made, things get a bit repetitive). Other than that, it was really an enjoyable read, the stats alone being worth a look. It definitely tilts my world view a bit!",2015-02-28,Estados Unidos
763,1,"Thoughts worth considering. I enjoyed reading the book. It made me re-think how I perceive abilities to perform certain types of work. It also brings forth the idea that the most commonly help view of intelligence is was too simplistic and that we must consider emotion, social, and other forms of intelligence beyond logic or pattern recognition. Many times we put our own barriers in front of ourselves and take away opportunities to try new things because we think ""only someone like ___ could do that"".",2013-10-12,Estados Unidos
764,1,"Success Is Not Luck. This is a great read! Often in a conversation I'll bring up part of this book. I'm looking at success differently now. What would appear to be luck or coincidence is given support as a series of events that lead the individuals within a group to the success detailed. Hockey players, computer ""geniuses"", musicians, business people are all given the deep dive into what allowed them to be at the top of their different fields. The book is broken into chapters that can be read individually similar to a book of short stories. I read this over a long period of time and didn't lose anything by not picking it up daily or weekly.",2016-04-27,Estados Unidos
765,1,"This is not another Blink or Tipping Point. If you've come here thinking that Malcolm Gladwell's latest book could well be a repeat of his previous two instalments, then you are going to go away disappointed. This is definitely not in the same league as the previous two books.",2008-12-23,Estados Unidos
766,1,"My eyes were closed and now they are opened. The entire premise of Outliers is that the successful among us are NOT the product of luck, but rather the hard efforts of work. Sure, certain among us were the result of circumstances beyond their control, but the underlying message is that if you work hard, you can be a success. A wonderful book that should be read by all and studied so that as a society we break down our preconceived notions that some are lucky and others are not.",2018-08-08,Estados Unidos
767,1,"Great Book, exceeded expectations. This book struck my interest based on the recommendation of a peer. The book itself reads smoothly, is well researched with lots of facts and statistics and the anecdotes within are informative and entertaining. The unique stories of Bill Gates, The Beatles and Canadian hockey all stars are all fascinating. I highly recommend picking this book up, it's a quick and informative read.",2017-10-12,Estados Unidos
768,1,"Really mazing!. I really enjoyed this book. It was such a great read and very informative. It caused me to have a better understanding and see success in a different light. I actually recommended this book to all my friends because it was such a great read with good information and really sparked great conversations. I will recommend this book, and this author 100 times over!",2020-05-24,Estados Unidos
769,1,"I cannot see myself giving Outliers anything less than 5 stars. Although Malcolm's writing can often become repetitive, I cannot see myself giving Outliers anything less than 5 stars. Although business-inclined folk might see this as a challenge to their tenets (hard work and talent = success), to me, it felt invigorating. It showed me that the meaning of success has been smeared and misunderstood, while Gladwell argued for a redefinition. Do not fear, business people. This book won't tell you that success is basically luck and that your hard work will be for nothing. It will tell you, though, that you must be able to recognize your environment for what it is, and how you can make it work. It will tell you that the road to success is convoluted and sometimes hidden in plain sight. To me, it showed me that to be an Outlier, you have to keep your head up, practice constantly, and be able to recognize opportunities and seize them.",2017-06-23,Estados Unidos
770,1,"Great Book. What I took from this book is that success is largely based on practice and luck. It does a good job at showing how one seemingly minor decision can be the start to a career of success, without you ever knowing it then. It was a good book that seems often criticized by people claiming he twists his data to prove his theories, but a lot of what he says seems like common sense. For example the 10,000 hour rule. If you take it literally, you might think that 10,000 hours of practice magically results in success. That's an absurd criticism I've seen too much of. Take him seriously, and you'll understand that Gladwell isn't saying that at all.",2018-02-18,Estados Unidos
771,1,"Almost A Book. I gave this book three stars. Two means you do not like it. That is a tad strong. On the other hand three stars (It's OK.) is also not quite right. The book -- small pages, large print, around 200 pages -- is not like one of those cheesy self help books with 2/3 padding but this book is padded. The idea -- the quirky things that make for success -- is a good one and the book starts out fine. Gladwell, however, does not have enough examples to fill a book. So, he starts with birth dates of hockey player but then goes to socioeconomic class (hardly news) and then a extended narrative about himself.",2008-12-20,Estados Unidos
772,1,"But is it not true that we cannot measure success until in many instances far past the life has been lived and historians may be. The central message percolating within Outliers is the context of one's life must never be ignored nor given short shrift. But is it not true that we cannot measure success until in many instances far past the life has been lived and historians may be the worst at finding where success has settled? We are far too complex and the connections of the stretch of our lives much too complicated to give the proper value due each person. How can we possibly know if Bill Gates or Abraham Lincoln were truly successful because we cannot know the full ramifications of their work and lives? Everyone thinks they know what success is, as if it is intuitive and yet what is the true plumb line for success? Do we really have a handle on that? Was Stalin a success because he got the metro system in place in Moscow? Was Micky Mantle a success because he built a Hall of Fame career? Was Charles Dickens a success because he wrote critically acclaimed and immensely popular novels? Are we certain we know what a successful life is?",2015-09-25,Estados Unidos
773,1,"interesting. I enjoyed reading this book but I guess I didn't read the review or summary of the book very well. It really wan't what I expected. It was a good read, but when I was finished, "" I was kind of like, what was the point?"" It seemed like the whole book, while filled with very interesting information, explained how people that are incredibly sucessful were either born at the right time or came from the right family, etc. Chapter after chapter the book spelled out that anyone who is a true outlier, didn't necessarily achieve it with just thier gift, they had to be born at the right time or come from a certain family, or be in the right place. I kept thinking that at some point that all this data and statistics were going to be useful for applying to my personal self, but that was never the case. I didn't find the book inspirational, but at the same time, it kept my attention to the very end.",2011-04-18,Estados Unidos
774,1,"I really enjoyed this book. I really enjoyed this book. I have always thought of myself as somewhat of an outlier and it was interesting to read this book for me. It is really interesting how our world and society as we know it shapes us. I like how the author used examples from a few different aspects that really made me think even more. Very though provoking! I followed this book with ""Where Good Ideas come from"" and suggest to to anyone purchasing this book.",2018-07-26,Estados Unidos
775,1,"Fascinating stuff. This book had been recommended by a friend, and since I had read Gladwell's THE TIPPING POINT and liked it, I decided to give this a try. It's a fascinating study of some of the real underlying elements of success: it doesn't really come ""out of the blue"". Gladwell points to chance opportunities that successful people have taken advantage of, and how those opportunities aided the progress of the person under discussion.",2009-05-19,Estados Unidos
776,1,"Not talent alone. The simple truth that talent alone is not enough to guarantee success, which is the thesis of Outliers, is beyond dispute and, at some level, an obvious one. But Gladwell brings to this work, his third bestseller in a row, such enthusiastic scholarship, persuasive reasoning and command of language, that he reinforces the lesson indelibly. Despite the heaviness of a few sections here and there, Outliers is a highly readable work and some of its descriptive passages, like the preface to his chapter on Harlan, Kentucky, are truly memorable. The author's thesis is that extraordinary achievement is less about talent than it is about opportunity. It is not the brightest who succeed. Outliers are those who have been given opportunities and who have had the strength and presence of mind to seize them. The case histories he uses to illustrate his arguments are familiar ones to which we can easily relate, especially when he peers more closely behind the well-worn stories of contemporary superachievers (Bill Gates, Jewish lawyers, Asian students) and looks at the convergence of all the other factors (some fortuitous - dare we call it luck?) that create the opportunities for their talent to flourish. The autobiographical account at the end is particularly effective. He includes a glancing reference to a fellow superachiever of Jamaican descent - his cousin Colin Powell.",2009-01-11,Estados Unidos
777,1,"This book will stick with me.... I was fortunate to hear Malcolm Gladwell speak recently while at a conference. I had never read one of his books but after that conference I could not wait to do so. I decided to start with this book because my 16 year old son is required to read for his Junior Honors English class in high school (summer reading). I thought it would be a good book to discuss together. Was I right! He liked it just as much as I did. And, he is a hockey player born in August...this book really hit home for him and now has the reason why he will never be a professional hockey player in the NHL:)",2014-07-12,Estados Unidos
778,1,"Another interesting book by Malcolm Gladwell. This book is just as interesting and filled with a lot of compelling info and data as his many other books. One person wrote a critique of his book and stye of writing as if he was supposed to be writing a scientific paper which is a ridiculous form of criticism. Of course he is an author and not a scientist (and he even writes for a magazine), but he introduces data and comparisons that are very thoght provoking and interesting to me.",2021-10-16,Estados Unidos
779,0,"A poorly made argument. Outliers is somewhat of a bait and switch. Rather than being a simple book about the inner workings of the super-successful, it's mostly a tome about society.",2012-06-25,Estados Unidos
780,1,"The multiple ingredients to achieving success. This great read makes one point clear - there are several ingredients that will need to come together to drive success. While not a “self help” book, this for me opened my mind to opportunities that - with my special set of “ingredients” - I am in the right place and time to pursue. There are a massive number of takeaways we should consider as a society in USA, particularly in my opinion in suggestions (studies) done on primary education styles.",2018-08-24,Estados Unidos
781,1,"The Story of Other Peoples Success. Let me summarize for you: you need to have been born in a certain year to be successful. The end. Prob my fault, but I thought this was a self-hep book, rather it’s just a collection of stories of people who are successful because of the specific year they were born.",2020-08-03,Estados Unidos
782,1,"We All Have Some Help to the Way to Success. I loved this book because it gives some scientific insight into what a lot of us know from common sense. I know someone who has a genius IQ, but has never done anything useful with his life. This book shows how past a certain point, IQ doesn't matter in your overall success. I also know that because the cut-off date of my birthday, my parents chose to wait to start me in first grade until I was almost a year older than the other kids. Consequently, I was always ahead of the curve academically because of my age. I know other people whose parents chose to start them a little earlier in school, and they never catch up academically. This affects their self-image of being a success and they compare themselves unfavorably to other folks. I loved this book, it is fascinating and seems to prove a lot of the beliefs I already had.",2009-01-25,Estados Unidos
783,1,"A good book to share with the whole family. Being a successful professional, I learned a lot from this book. The author writes well to make serious topics fun to read.",2013-12-25,Estados Unidos
784,1,"Five Stars. This was a very enjoyable and informative book. Not only does this detail some methods of thinking that are outside of the box and beneficial to the reader, but it also going a long way to help inspire you to overcome difficulties in your own life. While this is coming from a motivational book and speech lover, I believe that everyone could benefit by reading this book. It is my hope to teach classes one day, and this is one book that I would definitely like to bring into the classroom. I feel that students and adults alike will gain from reading. Well worth the money.",2016-04-30,Estados Unidos
785,1,"Pointed & Personal. Collecting the pieces of research as he did makes Gladwell's work a well woven mystery. That opportunity, hard work, historical factors and other inputs contribute to success, it is the orchestration of all of these contributions which point to a greater grace behind it all. The commitment of others in our lives is so crucial to making a difference and this is amply illustrated in what is not said like the many early mornings of a hockey family, the many late nights of a scholar or long hours of a concert pianist. However, it is in the story of Gladwell's family where his greatest illustration is made. The points he has crafted throughout the book become personal. We can see a lot of our own life in these examples.",2013-07-18,Estados Unidos
786,1,It is very thought-provoking and helps the lover of knowledge to better understand what success is and how s/he can set .... This book gets you thinking about what we as a society should consider doing differently to encourage everyone to succeed. It is very thought-provoking and helps the lover of knowledge to better understand what success is and how s/he can set themselves and those they care about to succeed.,2015-01-16,Estados Unidos
787,1,"Good. Very good, important food for thought. Didnt give 5 stars because I felt a little bit of it was slightly convuluted jumping from one story to another and back again. But overall very good.",2019-05-01,Estados Unidos
788,1,A must read for anyone under 25 or kids under 25.. I listened to this book and bought the print for my wife. This was one of the best if not the best non-fiction book I ever read.,2014-07-17,Estados Unidos
789,1,"Interesting and Meaningful. ""Outliers"" is an interesting, meaningful and well-written book. The stories/vignettes covered by Malcolm Gladwell cast a unique, and often unexpected, light on a wide array of topics, such as education, technology and airplane accidents, among others.",2009-02-28,Estados Unidos
790,1,"More people need to read this. This book clarified and substantiated many of the thoughts I was having. I was wondering why I didn't fall into a ""good"" job when I graduated from college in 2009. Now it all makes sense.",2022-01-08,Estados Unidos
791,1,"Great book. This book shows you how the most amazing aren't really amazing because they were ""special"", rather a unique series of circumstances just happened to be right for amazing individuals to achieve success.",2013-04-22,Estados Unidos
792,1,"Practice makes perfect!!. However, one last significant element quoted from this book is “It is impossible for a hockey player, or Bill Joy, or Robert Oppenheimer, or any other outlier for that matter, to look down from their lofty perch and say with truthfulness, “I did this, all by myself.” Superstar lawyers and math whizzes and software entrepreneurs appear at first blush to lie outside ordinary experience. But they don’t. They are products of history and community, of opportunity and legacy. Their success is not exceptional or mysterious. It is grounded in a web of advantages and inheritances, some deserved, some not, some earned, some just plain lucky – but all critical to making them who they are. The outlier, in the end, is not an outlier at all.” which I find extremely powerful. In conclusion, that out of the many perspectives and research done on Outliers, they are ordinary people that administer an extraordinary amount of aspiration.",2015-09-21,Estados Unidos
793,1,"Must read for all parents, nannys and teachers!!!. I found this book so interesting I bought it for my sister and mother of a 7 year old girl. I genuinely believe if parents would put what they will learn in this book to practice at home, the children of our next generation will all be happy rock stars!!",2013-03-28,Estados Unidos
794,1,"Wife's book club reading. I have no idea about its worth. Even if it were for me, I probably wouldn't have read it in a couple of days. Why do they post these evaluations, on books, especially, so soon after delivery?",2020-07-09,Estados Unidos
795,0,The title is the best part. I was disappointed with this book and considering stopping a few pages into it and returning the darn thing.,2009-02-17,Estados Unidos
796,1,"Incredibly Interesting!. I finally got around to reading Outliers, I'm a fan of Gladwell's other books, and this one may have been his best work yet. I've long held the belief that most of our actions are half chance and our ""success"" highly depends on others, just as much as it does ourselves. Gladwell's writing and research supports this opinion and shows the relationship between hard work and luck. It is certainly a book that will make you think twice about how we view the world, and will provide you a better understanding of how society functions going forward.",2011-09-14,Estados Unidos
797,1,"All In Education Should Read This. This book should be an interesting read for anyone, but I particularly want to highlight the need for all educators to read it. Current educational policy needs a whack on the side of the head. (I write this as an experienced teacher neck deep in No Child Left Behind, and the policy makers' forcing ""research based strategies"" into our lesson plans.) Do I think the research that Gladwell cites somehow trumps current mainstream educational research? Not necessarily. But it does give the reader a chance to pull their head out of today's pervasive educational group think and consider alternatives.",2009-09-03,Estados Unidos
798,1,Enjoyable Book; Don't full-heartedly agree with underpinning generalization. PROs,2009-06-23,Estados Unidos
799,1,"objective take at interpreting outliers. I loved how author's analysis was so in depth, incorporating cultural differences to its finest details. I grew up from Korea, and the section about Korean Airline and accident rate due to cultural emphasis on power differentials was truly awakening. Recommended to anyone who live in international society.",2021-12-22,Estados Unidos
800,1,"Secrets of Success. Although the author may have made some sweeping generalities in his pursuit of discovering the secrets of successful people, he writes in a most entertaining and persuasive style. I thoroughly enjoyed this book.",2020-10-16,Estados Unidos
801,1,Simply Amazing. I am probably the millionth person to praise the author and his work in Outliers. How ideas and concepts are woven together and how fat the author reaches in time and space to weave them together makes this a masterpiece.,2020-10-12,Estados Unidos
802,1,"Must read.. The best of Malcom Gladwell's books, while some people don't like his writing style it's still a good look at how we think about success. I think this quote sums this book up the best:",2014-07-30,Estados Unidos
803,1,Coming back to point after dissapoinment by Blink. I have been reading Gladwell systematically in past. He is certainly author of great talent to tell interesting stories with serious message attached to it.,2009-06-25,Estados Unidos
804,1,Great book. This is a great book for anyone that interested in weird facts and outcomes of people becoming successful by applying statistics and just dumb luck of being born in the right place at the right time. Very interesting and you can read and come back to it at each chapter without having to re-read or try and remember anything and very simple and easy reading. No complicated psychology…..,2022-01-05,Estados Unidos
805,1,"Time, Place, Skill, & Opportunity. Great read! It shared stuff I've not thought about before. What I've taken away from the book is to build a strong skill / set of skills and look for opportunities.",2016-10-31,Estados Unidos
806,1,"Leave it to Gladwell to see the patterns others missed. Or did he?. His previous book, Blink, discussed at great length how people make snap assessments, and there is considerable research on decision making that reveals that humans see patterns - even where they don't exist. In this book, he tries to show how much of an individual's success is actually chance. Chance that leads to an opportunity to invest the time to become expert, at the right place and moment. He makes a strong case, but the ""magic formula"" seems a bit vague. In any case, a fascinating read. Better than ""Tipping Point"" in my opinion. I'm glad I read it, and recommend it, particularly to parents and students. There are some real nuggets of wisdom in here.",2013-05-18,Estados Unidos
807,1,"A different way of thinking. Gladwell has made quite a name for himself with this book and his thoughts. The main message is clear, there are extenuating circumstances in ever outcome in life. He looks at how the month you were born in really affects your ability to play top notch hockey (it makes a big difference), That in and of itself may not be a big issue for you, but, by inference it may influence when you try to have children and the impact on them scholastically. I don't generally read non-fiction. This is well written and made me sit back and think about a lot of things.",2014-06-20,Estados Unidos
808,1,Started off great then fell off a bit. Book started off great then fell off a bit. The first 150 pages or so was about relatable topics then it got into stuff that I didn't really care about. Very interesting premise and I will read Gladwell's other books.,2019-09-24,Estados Unidos
809,1,"Very interesting read on why success happens. I have never read a Malcolm Gladwell book and I didn't know what to expect. This book was very easy to get into, and to me it was a quick read that held my attention the whole time.",2013-07-31,Estados Unidos
810,1,"Great Book, May check out more. This book was a different read. It took me a while to get into the the concepts. My favorite is the 10,000 hrs. However I would say it takes 10,000 to master a craft.",2021-11-22,Estados Unidos
811,1,"Malcolm Gladwell is a brilliant observer of people. Malcolm Gladwell is a brilliant observer of people, their thoughts, and interpretations of events in their lives.",2017-07-19,Estados Unidos
812,1,"Enjoyable to read, but a stretch to arrive at some conclusions. I've enjoyed a number of Gladwell's books in the past and I find his ability to tell a story while presenting a hypothesis amongst the best in the business. I cannot deny that I did enjoy Gladwell's latest work in Outliers, but it also generated some curiousity on a few of his foundational arguments. While there's no question that timing can sometimes provide amazing opportunities, he fails to look at the exceptions that seem to refute his central thesis.",2009-01-18,Estados Unidos
813,1,"Entertaining and Informative. Interesting perspectives on how success is achieved, and not through the typical ways we'd expect. Recommend this read for anyone who struggles to finish a book!",2021-03-08,Estados Unidos
814,1,"Highly recommended. Good book. Easy to read. Thought provoking. Makes one think about privilege and opportunity. Interesting cases and anecdotes. I'll never look at self-proclaimed ""self-made"" people the same way.",2021-06-06,Estados Unidos
815,1,"Mesmerizing!. I had purchased this book some time ago and, having put it aside for some long forgotten reason, picked it up again thanks to a friends passing comment about it. Thank God for that, because I now agree with my friend's observation that Gladwell is ""the best story teller of them all"".",2017-03-29,Estados Unidos
816,1,"A must read particularly for young generations. Very interesting book. I am happy that I came across it. The book had my full attention till it started about the story in Jamaica. I could understand that such story is close to the author. However, I would have preferred more examples that are not directly linked to the author. Nevertheless, I can understand the author being proud of his origins. From my humble point of view, I recommend the book.",2019-10-21,Estados Unidos
